Tanggal;Tn;Tx;Tavg;RH_avg;RR;ss;ff_x;ddd_x;ff_avg;ddd_car
04-05-2017;26;32,4;28,3;86;2,5;6;6;110;2;N 
05-05-2017;26;32;28,3;81;;9,5;4;130;2;SE
06-05-2017;25;31,8;28,3;81;0,1;8,3;4;100;2;SE
07-05-2017;25;31,2;28;84;4,8;7,2;4;110;2;E 
08-05-2017;26;31,6;28,1;82;;6,4;7;100;4;E 
09-05-2017;25;31,4;28,8;80;2,1;5,3;8;100;5;E 
10-05-2017;26;31,2;28,8;75;;8;8;100;3;E 
11-05-2017;25;;27,5;84;0,4;5,6;4;120;2;SE
12-05-2017;25;31,1;27,6;83;0;9,6;5;110;3;E 
13-05-2017;25;3,6;27,6;79;19,4;8,3;7;130;2;E 
14-05-2017;25;30,8;26,8;84;;9,5;4;100;2;E 
15-05-2017;25;30,5;27,2;83;0;1;5;100;2;E 
16-05-2017;25;30,8;28,1;85;5;;5;100;3;E 
17-05-2017;26;30,7;28;80;0;10;6;120;2;E 
18-05-2017;;30,8;27,3;83;;9,5;6;10;3;E 
19-05-2017;25;30,7;27,3;80;;10;6;100;3;E 
20-05-2017;25;30,8;27,2;82;;8,5;4;130;2;N 
21-05-2017;24;31,4;27;81;;10;7;100;3;SE
22-05-2017;25;30,2;26,9;81;;9,4;4;100;3;E 
23-05-2017;25;30,4;27,7;77;0,9;10,2;8;110;4;E 
24-05-2017;26;29,8;27,2;76;;;8;110;3;E 
25-05-2017;24;29,8;26,4;84;;8,2;4;100;2;E 
26-05-2017;24;31,2;27,3;84;;;5;110;3;E 
27-05-2017;25;32,4;27;89;2,5;9,5;7;100;3;E 
28-05-2017;25;;27,5;89;;6;5;110;2;E 
29-05-2017;25;;26,6;89;28,2;3,3;3;100;1;N 
30-05-2017;25;30;27,8;86;0;0;6;120;2;SE
31-05-2017;25;30,2;26,6;92;65,2;2,2;5;100;2;E 
01-06-2017;25;;27,5;85;;2,2;6;130;2;E 
02-06-2017;25;29,8;27;87;5,7;3,4;6;110;3;E 
03-06-2017;25;30;27,1;85;;5;7;110;3;E 
04-06-2017;;32,4;26,9;80;;;6;140;2;N 
05-06-2017;25;;27,2;84;;8,5;4;130;1;N 
06-06-2017;25;30,8;27,3;86;;9,4;5;100;2;E 
07-06-2017;25;31;27,9;85;0;9,4;6;150;3;E 
08-06-2017;25;31,5;27,2;86;;6,4;5;100;3;E 
09-06-2017;25;30,4;27,7;83;;6,8;5;100;3;E 
10-06-2017;;;27,5;82;;9,5;6;130;3;E 
11-06-2017;26;;27,5;85;;;6;140;2;SE
12-06-2017;25;32,4;27,7;83;;;3;160;2;N 
13-06-2017;25;32,4;26,5;87;1,5;8,5;6;140;2;SE
14-06-2017;;31;27,5;86;8,5;1;4;130;2;SE
15-06-2017;25;31,3;27;91;55,9;7,8;3;260;1;N 
16-06-2017;25;31;27,4;88;21,8;4;5;130;3;SE
17-06-2017;25;30;28;77;;8,3;6;100;4;E 
18-06-2017;24;29,4;26,4;79;0,1;7,5;4;100;2;SE
19-06-2017;24;26,4;24,4;93;;4,8;4;160;2;NW
20-06-2017;23;;25,8;85;48,5;0;4;110;2;E 
21-06-2017;23;30,2;26,8;86;0,8;7,1;6;100;3;E 
22-06-2017;24;31,2;27,3;88;;4,6;7;100;3;E 
23-06-2017;24;29,9;27,2;87;23,3;6,1;4;100;2;SE
24-06-2017;25;29,9;26,3;90;0,1;4,5;5;120;2;N 
25-06-2017;25;29,8;26,2;91;35,4;6,4;12;120;3;E 
26-06-2017;24;29,6;26,7;88;44,4;;9;80;4;E 
27-06-2017;24;29,8;26,8;86;;;4;120;3;E 
28-06-2017;25;30;26,9;84;0,3;5,5;7;120;4;E 
29-06-2017;25;29,8;27,2;76;;4;8;100;5;E 
30-06-2017;25;29,9;26,4;81;;9;5;100;2;N 
01-07-2017;24;29,4;26,1;84;0;9,8;8;120;4;E 
02-07-2017;24;29,5;27,2;82;;9,5;7;130;4;E 
03-07-2017;;28,8;26,8;82;;7;7;130;5;E 
04-07-2017;24;29,5;26,8;81;0;6,4;6;110;4;E 
05-07-2017;25;;26,4;82;;91;6;100;3;E 
06-07-2017;24;29;25,7;84;1,2;9,8;5;110;3;E 
07-07-2017;23;28,7;25,3;83;0,4;79;7;100;3;E 
08-07-2017;23;;25,5;89;0,8;6,5;10;110;4;E 
09-07-2017;24;28,4;25;89;31,7;2,5;5;90;3;E 
10-07-2017;24;28,3;25,2;87;3,4;2;7;120;3;E 
11-07-2017;23;28,6;25,9;84;;6;5;120;3;E 
12-07-2017;23;28,7;25,6;83;0,3;5;6;120;3;SE
13-07-2017;24;32,1;26;87;1,2;7,5;7;140;4;E 
14-07-2017;25;;26,5;87;4,6;5,2;7;120;4;SE
15-07-2017;26;28,3;26,5;85;8888;1,3;7;11;4;E 
16-07-2017;25;28,2;26;80;;5;7;100;4;E 
17-07-2017;22;;24,7;81;;10;7;110;3;E 
18-07-2017;23;28,2;25,9;84;;9;5;130;3;E 
19-07-2017;23;28,5;25,4;89;8888;2,4;6;120;3;E 
20-07-2017;25;;26,3;85;;8,8;6;140;3;E 
21-07-2017;24;29,2;25,9;83;8888;6;7;120;3;E 
22-07-2017;25;;26,4;84;;6;5;100;3;E 
23-07-2017;25;28,8;26,5;85;4,6;3;5;100;3;E 
24-07-2017;24;28,4;25,8;78;;7,6;6;110;3;E 
25-07-2017;22;28,2;25,5;79;;9,5;7;90;3;E 
26-07-2017;;28,8;24,4;89;;10;5;120;3;SE
27-07-2017;23;28,5;26,1;83;;7,4;7;130;3;E 
28-07-2017;23;29,4;26,3;87;1,6;0;7;140;4;SE
29-07-2017;25;27,6;25,7;88;2,9;5,6;7;100;4;E 
30-07-2017;25;28,5;26,3;86;8,8;2;6;100;4;E 
31-07-2017;25;28,5;26,3;80;8888;0;6;100;3;SE
01-08-2017;24;29;25,6;83;;8,6;5;110;4;E 
02-08-2017;24;;26;82;1,7;8;7;110;5;SE
03-08-2017;25;27,9;25,3;85;8888;3,1;7;100;4;E 
04-08-2017;23;28;25,3;83;;4,3;5;100;4;E 
05-08-2017;24;27,8;25,4;85;;9,6;8;120;4;E 
06-08-2017;24;28;25,1;85;;7,4;5;110;4;E 
07-08-2017;23;27,6;25,4;85;;9;8;130;4;E 
08-08-2017;23;28,2;25,3;89;;9,3;5;130;3;E 
09-08-2017;;29,5;25,7;86;;7,7;5;100;3;SE
10-08-2017;;30,8;25,3;87;;;4;110;2;E 
11-08-2017;23;28,4;25,6;84;;8,5;8;130;3;E 
12-08-2017;24;28,2;25,1;86;;9,9;4;90;2;SE
13-08-2017;24;28,3;25,8;86;;9,2;6;130;3;E 
14-08-2017;24;28,2;25,8;86;;9,3;5;120;2;E 
15-08-2017;;28,6;25,4;83;;8,2;4;100;2;E 
16-08-2017;22;28;24,2;87;0;10,4;7;100;3;E 
17-08-2017;22;;25,6;77;;;5;120;3;E 
18-08-2017;22;28;25;85;;9,5;5;110;3;E 
19-08-2017;24;28;25,9;87;8888;7,6;8;100;4;E 
20-08-2017;25;28,5;26,2;85;1;8,4;6;100;4;E 
21-08-2017;25;28,5;26,1;83;8888;6,3;9;120;4;E 
22-08-2017;24;28,6;25,9;82;;9,8;8;100;4;E 
23-08-2017;24;28,6;25,2;83;;10;7;130;5;SE
24-08-2017;24;28,8;26,6;82;8888;8,5;10;100;4;E 
25-08-2017;21;28,2;26;83;;;7;110;4;E 
26-08-2017;25;28,4;26;81;;;7;100;4;E 
27-08-2017;24;28,6;26,1;81;;8,3;6;90;4;E 
28-08-2017;25;;26,3;81;;9;7;120;4;E 
29-08-2017;;28,2;26,1;81;;7,8;10;10;4;E 
30-08-2017;24;28,4;25,9;79;;9;8;110;4;SE
31-08-2017;24;28,4;;;;6,1;7;120;4;SE
01-09-2017;22;28,3;24,7;83;;7,6;5;120;3;E 
02-09-2017;;28,4;25,4;81;;8;7;100;4;E 
03-09-2017;23;28,7;25,4;82;0;7;5;120;3;E 
04-09-2017;25;28,2;26,2;84;;8,5;7;130;4;E 
05-09-2017;25;28,2;26,2;85;;2,2;7;130;4;E 
06-09-2017;;29;26,1;85;;3,5;4;130;3;E 
07-09-2017;20;29;25,3;86;;6,7;6;140;3;E 
08-09-2017;24;29;26,5;84;8888;9,3;7;110;4;E 
09-09-2017;25;29;26,5;85;;8;7;130;3;SE
10-09-2017;21;29,4;26,7;84;;5;7;120;3;SE
11-09-2017;24;30;26,3;83;;8,6;8;100;4;E 
12-09-2017;24;29,1;26,4;75;;;7;10;4;E 
13-09-2017;23;29;25,5;81;;9;7;120;4;E 
14-09-2017;24;29;26,6;79;;9,3;6;70;3;E 
15-09-2017;25;28,5;25,7;84;0,2;8,5;6;100;2;E 
16-09-2017;24;30;26,3;79;;4;7;140;3;E 
17-09-2017;25;29,6;26,9;86;;7,5;8;120;4;E 
18-09-2017;;;26,8;77;;8,2;6;110;3;E 
19-09-2017;22;28,8;24,9;83;;9,6;7;110;2;SE
20-09-2017;22;29,4;25,6;79;;8,3;7;130;3;SE
21-09-2017;23;29,6;25,3;82;;9,3;8;120;4;E 
22-09-2017;23;29,4;26,6;79;0;9;4;130;2;SE
23-09-2017;24;30,5;26,8;82;0,1;5,9;7;130;4;SE
24-09-2017;24;28,4;25,6;88;0,8;6,5;6;150;3;SE
25-09-2017;24;;25,8;91;51,6;0;8;120;4;SE
26-09-2017;;;26,1;92;;3;8;140;3;SE
27-09-2017;25;28,5;25,5;93;60;2,4;5;300;1;N 
28-09-2017;23;29,2;26,3;88;40;0,5;7;150;3;E 
29-09-2017;26;30;27,6;83;;7,2;9;150;5;E 
30-09-2017;25;29,5;27,3;83;;7,1;6;100;4;SE
01-10-2017;25;29,3;27,4;82;0,6;7;6;120;4;SE
02-10-2017;25;29,2;27;81;;7,3;4;130;3;SE
03-10-2017;26;27,2;26;87;;8,3;4;120;2;SE
04-10-2017;25;29,2;26,6;85;;6;7;120;4;SE
05-10-2017;24;29,4;26,8;88;;5,3;6;120;4;E 
06-10-2017;26;29,8;28;84;1,5;7;7;100;4;SE
07-10-2017;;24,4;25,8;95;;7,5;7;120;2;N 
08-10-2017;25;29,6;26,9;89;;0;6;120;2;SE
09-10-2017;25;;27,4;85;1,8;7,3;6;120;3;SE
10-10-2017;;29,8;27,1;89;;10;6;140;4;SE
11-10-2017;;28,9;27,7;92;;41;4;100;2;E 
12-10-2017;26;30,2;27,9;88;12;0,5;5;130;2;E 
13-10-2017;;30,2;28;84;;95;7;120;3;SE
14-10-2017;26;30,1;27,9;82;;7,1;4;150;2;SE
15-10-2017;25;30;27,4;84;11,7;8,5;4;140;2;SE
16-10-2017;24;25,6;24,6;97;9,5;5,1;3;100;1;N 
17-10-2017;23;28;25,4;90;179,6;;5;120;2;E 
18-10-2017;23;27,8;24,8;93;61,8;2;7;140;3;SE
19-10-2017;;27,6;28;80;;0;5;120;2;SE
20-10-2017;25;;26,9;83;0;5;4;110;2;SE
21-10-2017;25;;27,7;81;15,1;6;6;140;3;SE
22-10-2017;25;;27,8;76;0,2;7,5;5;160;3;SE
23-10-2017;26;30,6;28,5;73;;9;4;120;2;S 
24-10-2017;25;30,4;27;85;9,4;8;4;130;2;SE
25-10-2017;25;30;26,8;86;0,5;5,5;4;140;2;N 
26-10-2017;25;;26,7;87;5,3;3;4;100;1;N 
27-10-2017;25;30;26,6;84;1,4;0;3;110;2;N 
28-10-2017;25;30;25,9;91;19;6;3;100;1;N 
29-10-2017;25;28,8;26,1;89;26,9;1;3;150;2;E 
30-10-2017;24;29;25,7;92;51,3;0,1;5;150;2;SE
31-10-2017;;30,4;27,9;80;11;3;4;130;2;SE
01-11-2017;24;30,2;26,5;82;;91;4;150;1;N 
02-11-2017;25;;27,5;82;;9;3;160;1;N 
03-11-2017;26;;29;78;;7;3;140;2;SE
04-11-2017;25;31,2;26,7;88;32,4;8,1;3;110;2;N 
05-11-2017;25;;27,7;83;45,5;7;3;140;2;SE
06-11-2017;25;;28,3;81;;7,5;4;150;2;N 
07-11-2017;;32,2;27,6;87;;6;4;310;1;N 
08-11-2017;25;31,5;27,4;84;10,5;2,6;5;60;1;N 
09-11-2017;25;32;27,3;83;;2,5;4;120;1;N 
10-11-2017;25;31,6;27,3;;;3,8;3;150;1;N 
11-11-2017;25;;28;84;;6,5;5;140;2;SE
12-11-2017;25;30,8;27,2;86;1,2;6,2;4;150;2;N 
13-11-2017;25;29,6;27;83;6,1;;4;70;1;N 
14-11-2017;24;31;29,4;84;2,5;1,6;4;140;2;N 
15-11-2017;24;30,2;26,9;86;26,5;7,3;3;230;1;N 
16-11-2017;;30,2;27;87;;14;4;160;1;NW
17-11-2017;;;27,7;82;;2;3;170;1;N 
18-11-2017;24;;27,6;83;35;4,5;4;130;1;N 
19-11-2017;25;28;25,2;93;9,5;9;2;300;0;N 
20-11-2017;24;;26,6;86;27,2;8;4;250;1;N 
21-11-2017;25;;26,2;89;4;;3;150;1;N 
22-11-2017;25;30,8;26,9;88;;1;3;220;1;N 
23-11-2017;25;;27;87;30,7;2;4;220;2;SW
24-11-2017;25;30,4;27,1;87;8888;;3;250;2;W 
25-11-2017;;28,2;25,5;88;29,9;0;4;270;2;W 
26-11-2017;24;30,2;27;82;8,3;0;5;260;3;W 
27-11-2017;24;29,6;26,3;87;19,5;1,1;5;260;2;W 
28-11-2017;24;;28;85;4,6;0;6;250;3;W 
29-11-2017;25;;27,5;84;0,3;10;7;280;2;N 
30-11-2017;;29;27,1;82;3,5;4,1;4;10;2;N 
01-12-2017;26;28,2;26,7;86;2,8;1,4;7;260;3;W 
02-12-2017;25;30,5;27,3;80;4,1;0;6;250;2;N 
03-12-2017;24;33;28,1;77;;0;4;230;2;SW
04-12-2017;25;30,4;29,3;76;0;99;5;220;2;N 
05-12-2017;;33;28,8;76;;7,2;5;230;1;N 
06-12-2017;26;;28,7;77;;7,1;4;220;2;N 
07-12-2017;26;32,8;28,9;77;;10,2;6;180;2;W 
08-12-2017;26;32,4;28,2;80;;;5;230;2;N 
09-12-2017;26;32;28,4;82;1,8;3,1;4;220;2;N 
10-12-2017;;28,8;25,5;93;28,1;6,8;3;270;1;N 
11-12-2017;25;27,6;25,9;92;57,5;;4;290;1;N 
12-12-2017;25;28,8;26,2;88;30;0,3;3;30;0;N 
13-12-2017;25;28,8;25,5;90;0,5;0,2;3;190;1;N 
14-12-2017;24;29,4;26,6;84;;0,2;2;160;1;N 
15-12-2017;25;;27;85;4;0,1;3;200;1;N 
16-12-2017;24;31,8;27,6;82;0;1,3;3;200;1;N 
17-12-2017;;32;27,5;81;7,4;4,9;7;220;2;N 
18-12-2017;25;32,2;27,6;80;0;7,3;5;260;2;N 
19-12-2017;24;31,7;26,7;86;35,7;3,6;7;230;2;N 
20-12-2017;;30,6;25,5;92;15,3;4,6;3;130;1;N 
21-12-2017;26;32;27,5;84;26,1;1;5;220;2;N 
22-12-2017;;32;26,5;84;63,3;6,3;3;230;1;N 
23-12-2017;25;31,2;27,4;79;8888;6;4;220;1;N 
24-12-2017;25;31,8;28,1;75;;8,3;6;240;1;N 
25-12-2017;25;32,4;28,6;75;2,5;9,8;7;240;2;W 
26-12-2017;26;33,2;29;76;;9,5;5;240;2;N 
27-12-2017;25;;27,5;81;68,5;9;4;250;2;W 
28-12-2017;26;;27,7;85;0,7;1,5;3;240;1;W 
29-12-2017;26;;28,3;82;0;1,2;4;150;1;N 
30-12-2017;26;30,1;27,4;84;8,5;1,5;3;120;1;N 
31-12-2017;25;32;27,9;84;;30;7;180;1;N 
01-01-2018;25;;28,3;79;;10,2;4;220;2;SW
02-01-2018;24;;26,1;89;144,7;10,5;3;250;1;N 
03-01-2018;24;31,8;28;80;8888;0,6;3;240;1;N 
04-01-2018;24;30;26,4;91;;65;5;250;1;N 
05-01-2018;25;29;26,7;87;25,4;0,1;10;250;2;W 
06-01-2018;25;30,2;27;82;5,1;0;6;230;2;N 
07-01-2018;25;;26,8;87;15,8;3;3;270;1;N 
08-01-2018;25;31,8;27,2;83;0;4,3;5;230;1;N 
09-01-2018;25;27,2;27,4;85;;30;3;350;1;N 
10-01-2018;25;;27;90;13,9;3;9;230;2;N 
11-01-2018;24;31,5;27,5;82;46,7;4,3;8;230;2;N 
12-01-2018;25;29;27,8;81;5;6,3;3;130;0;N 
13-01-2018;26;;28,8;74;;1,5;6;250;2;W 
14-01-2018;24;32,8;27,8;78;2,2;0,6;6;270;2;W 
15-01-2018;25;32,6;27,7;79;;70;5;250;2;W 
16-01-2018;26;;27,2;84;;2,3;10;200;1;N 
17-01-2018;;32,2;30,5;66;;;6;260;2;N 
18-01-2018;25;;27,7;84;0;2;4;220;1;N 
19-01-2018;;31,8;27,6;80;10,1;3,2;8;250;3;W 
20-01-2018;25;29,2;27;78;8888;1,5;8;270;2;W 
21-01-2018;25;31,2;27;84;2,4;0,3;4;240;1;N 
22-01-2018;25;30;26,6;86;;6,3;4;250;1;N 
23-01-2018;25;31,8;27,1;84;1,5;0;5;230;1;N 
24-01-2018;24;32,6;28;82;8888;1,5;5;220;2;N 
25-01-2018;25;32,8;27,9;79;;7,2;5;240;3;W 
26-01-2018;26;;28,3;76;;1;5;250;2;N 
27-01-2018;;33;28;79;0,2;3;7;250;2;W 
28-01-2018;25;32,8;27,6;83;21;6,2;5;280;2;W 
29-01-2018;;31,8;27,5;81;;5,3;6;250;2;W 
30-01-2018;25;30,8;27,2;83;;3,2;4;250;2;W 
31-01-2018;25;;26,7;86;0,1;5,2;7;260;2;N 
01-02-2018;25;;27,1;86;0,2;4,5;8;230;2;W 
02-02-2018;24;32,7;27,8;85;8888;7,3;3;100;1;N 
03-02-2018;25;32;27,2;84;8888;4,2;5;290;1;N 
04-02-2018;25;32,4;27;84;0;2,2;4;220;1;N 
05-02-2018;25;30,1;26,5;87;25,4;9;4;300;1;N 
06-02-2018;24;32,6;27,6;79;8888;0;4;270;2;W 
07-02-2018;25;31,3;27;85;4;7,3;4;220;1;N 
08-02-2018;24;32,1;27,6;81;8888;4;5;230;1;N 
09-02-2018;24;32;27,2;81;8888;6,3;8;220;2;SW
10-02-2018;25;32,7;27,8;77;;8;7;230;2;W 
11-02-2018;24;33,4;27,4;82;0;7;10;240;2;N 
12-02-2018;25;31,8;27,3;83;0;6,5;5;240;1;W 
13-02-2018;25;32,1;27,6;82;0,3;;5;220;1;W 
14-02-2018;25;32,2;27,8;77;0;3;8;230;2;W 
15-02-2018;24;32,4;26,2;89;1,7;2,2;8;230;2;N 
16-02-2018;23;32,2;27,2;82;13,1;3,5;5;220;2;W 
17-02-2018;24;32,6;27,8;80;0,6;9;8;220;2;W 
18-02-2018;25;32,4;28,2;79;3;10,1;4;230;1;N 
19-02-2018;26;32;28,2;82;15;7,2;6;250;2;N 
20-02-2018;24;32,4;27,5;83;66,5;8,5;4;220;1;N 
21-02-2018;25;32,2;27,7;86;7,5;6,3;5;200;2;N 
22-02-2018;25;32,4;27,5;81;6;8,5;4;220;1;N 
23-02-2018;24;32,2;26,6;87;33,8;9,2;4;140;1;N 
24-02-2018;25;31,6;27;85;;8,5;3;190;1;N 
25-02-2018;24;32,2;27,7;82;2;7;4;160;1;SE
26-02-2018;24;31,2;27,1;84;0;8,5;4;140;1;N 
27-02-2018;24;31,4;27,6;82;0;2;3;130;1;N 
28-02-2018;26;33;28,9;78;;8,7;4;170;2;S 
01-03-2018;25;31,4;27,6;82;0,1;10;5;160;1;N 
02-03-2018;25;32,4;27,8;80;18,5;2,4;3;150;1;N 
03-03-2018;24;;27,5;84;;8,1;4;300;1;N 
04-03-2018;24;32,2;28,1;82;5,2;5,2;4;180;1;N 
05-03-2018;25;;27,5;84;0;7;4;280;1;N 
06-03-2018;25;32,8;28,5;80;;0,1;4;200;1;N 
07-03-2018;25;31,6;27,5;84;1,2;9,3;4;240;1;N 
08-03-2018;25;31,6;26,5;86;0,1;6,2;5;200;2;N 
09-03-2018;24;32,4;27,6;82;5,9;3,2;3;190;1;N 
10-03-2018;24;33;28,4;81;0;9,2;4;260;1;N 
11-03-2018;25;31,4;27,3;84;29,8;7,5;3;220;1;N 
12-03-2018;24;31,8;27,2;83;44,9;6,5;4;230;1;N 
13-03-2018;25;;27,8;81;1,6;5,5;3;240;1;N 
14-03-2018;25;32,2;28,1;81;;2,4;4;170;1;N 
15-03-2018;25;32,4;28,3;78;0,3;9,5;3;130;1;N 
16-03-2018;25;32,8;28,1;80;0,3;9,4;3;170;1;N 
17-03-2018;26;;27,8;82;;7,5;5;270;2;W 
18-03-2018;24;;26,6;84;2,2;7,2;3;180;1;N 
19-03-2018;25;32,2;27,9;81;;7;4;10;1;N 
20-03-2018;25;32,8;28,5;77;0;8,2;3;220;1;N 
21-03-2018;25;33,6;28,3;79;;7,1;5;230;2;NW
22-03-2018;;;27,1;81;0;5,8;3;260;1;N 
23-03-2018;24;32,7;27,9;77;0,2;6,1;4;210;1;N 
24-03-2018;24;30,2;26,6;87;11,8;9;4;240;1;N 
25-03-2018;24;32;24,8;92;15,3;2,6;2;60;0;N 
26-03-2018;23;31,8;26,8;85;15,2;1;3;210;1;N 
27-03-2018;24;29,7;26,2;83;8,9;8;3;60;1;N 
28-03-2018;24;31,2;27;85;2,6;4,4;4;180;1;N 
29-03-2018;25;;28;80;11,4;6;4;250;1;N 
30-03-2018;25;32,4;28;82;9;9,1;6;230;2;N 
31-03-2018;;;28,2;81;;8,5;5;210;1;N 
01-04-2018;24;32,6;28,3;78;0;5,5;4;250;2;SW
02-04-2018;25;32,2;28,1;80;9,4;8,2;3;210;1;N 
03-04-2018;24;32,2;26,7;87;34,5;6,3;3;150;1;N 
04-04-2018;25;31,8;28;80;0,6;8,2;3;150;1;SE
05-04-2018;26;32;28,8;;;10;4;140;1;N 
06-04-2018;25;;28,3;84;45;7,8;3;280;1;N 
07-04-2018;25;;27,8;83;0,2;6,3;5;140;1;N 
08-04-2018;25;31,8;27,6;83;10,2;7,2;3;160;1;N 
09-04-2018;25;32;27,7;85;0;6,5;4;170;1;N 
10-04-2018;;32;28,5;79;8888;7,1;7;50;2;N 
11-04-2018;25;32,2;28,1;83;31,4;9,6;5;80;2;N 
12-04-2018;25;32;27,7;87;11;8,6;3;130;1;N 
13-04-2018;25;32,2;28,7;83;22,5;3,8;4;110;2;E 
14-04-2018;27;;29,1;85;;9;4;140;2;SE
15-04-2018;26;30,8;27,9;86;37,4;7,4;4;160;1;N 
16-04-2018;26;32,2;28,5;82;;3,3;4;120;1;N 
17-04-2018;25;;27,8;86;8,4;;3;150;1;N 
18-04-2018;25;32,2;28;83;;7,3;5;140;1;N 
19-04-2018;;31,8;28,6;80;;8,1;5;90;2;E 
20-04-2018;26;32,4;28,8;82;1,8;10,2;3;130;1;N 
21-04-2018;25;32,2;27,7;83;1,2;4,5;3;140;1;N 
22-04-2018;25;32,4;28;84;;5,3;3;130;1;N 
23-04-2018;25;30,4;27,2;88;3;8;3;270;0;N 
24-04-2018;25;;27,7;84;4,7;0,9;4;120;1;N 
25-04-2018;24;31,2;27,1;88;0;6,6;3;130;1;N 
26-04-2018;25;32,2;27,4;84;28,3;1;3;100;1;N 
27-04-2018;25;32,2;28,4;84;12,8;8;3;130;1;SE
28-04-2018;24;31,2;27,9;84;78,3;9,4;4;130;2;N 
29-04-2018;25;31,5;27,9;83;0;4,3;6;150;2;E 
30-04-2018;24;31;28,3;79;0;10,8;4;80;2;E 
01-05-2018;;;27,9;78;;10,1;4;100;2;N 
02-05-2018;25;31,2;27,7;78;;10;4;120;2;N 
03-05-2018;24;31,2;27,2;83;0;9,4;4;140;1;N 
04-05-2018;24;31,4;27,7;78;0;9,6;6;150;2;N 
05-05-2018;;31,7;28,2;81;;9,9;4;120;2;SE
06-05-2018;24;31,8;28,1;80;;10;6;130;2;SE
07-05-2018;26;32,4;28,5;75;;9,9;4;140;2;SE
08-05-2018;26;31,9;28,8;78;0;10,1;6;120;3;E 
09-05-2018;25;31,6;28,5;76;0;8,6;4;90;2;SE
10-05-2018;26;31,7;28,3;77;;10,2;4;120;2;N 
11-05-2018;;31,1;27,8;82;17,4;8,5;6;140;3;E 
12-05-2018;25;31;28,5;75;;9;6;120;3;E 
13-05-2018;26;31,2;28,5;84;;10,2;5;130;3;E 
14-05-2018;26;31;28,3;79;2,3;10;3;100;2;E 
15-05-2018;26;31,4;28;86;0,6;10,2;4;120;2;E 
16-05-2018;26;31,6;27,8;86;;6,2;6;130;3;E 
17-05-2018;;30,8;28;84;1,6;6,8;4;130;3;E 
18-05-2018;26;30,6;27,8;84;;3,2;5;110;3;E 
19-05-2018;26;30,4;28;76;;8,1;6;140;3;E 
20-05-2018;26;31,4;28;83;0,2;8,4;4;90;2;SE
21-05-2018;25;30,6;27,5;87;;7,6;4;150;1;N 
22-05-2018;25;30,5;27,6;86;;3,6;4;130;2;SE
23-05-2018;26;31,3;28,2;83;8888;7,5;4;130;1;N 
24-05-2018;25;30,4;27,2;87;7,3;8,2;4;140;2;E 
25-05-2018;24;30,2;28;82;;5,1;4;90;2;SE
26-05-2018;26;29,2;27,7;82;0;6,5;5;100;4;E 
27-05-2018;27;30;27,9;80;8888;2;5;100;4;E 
28-05-2018;24;30,6;27,1;82;;8,3;4;100;2;E 
29-05-2018;26;30;27,4;80;0;6;5;100;3;E 
30-05-2018;25;29,6;26,9;81;0;8,2;4;120;2;E 
31-05-2018;25;29,6;27;84;;8;4;140;1;N 
01-06-2018;23;29,4;25,8;84;;10;3;110;1;N 
02-06-2018;22;30;26,1;80;;9;3;120;1;N 
03-06-2018;24;;26,3;86;0;8,8;4;110;1;N 
04-06-2018;24;30,8;26,9;86;;8,8;4;130;1;N 
05-06-2018;25;30,6;27,3;85;0;8;4;120;1;N 
06-06-2018;25;30,6;26,9;86;;9;4;120;1;N 
07-06-2018;24;30,2;26,1;85;;9,5;3;130;1;N 
08-06-2018;23;30,2;28,1;78;;9,5;4;70;2;SE
09-06-2018;25;30,4;27;82;;9,6;7;150;3;SE
10-06-2018;25;30,4;27,2;81;;8,2;4;120;2;SE
11-06-2018;;;27;87;11,8;9,5;6;120;3;SE
12-06-2018;25;29,8;27,9;81;;5,3;6;120;3;E 
13-06-2018;26;29,8;27;83;3,5;0,8;7;100;3;SE
14-06-2018;26;30;27;79;;4;4;130;3;SE
15-06-2018;26;31,4;27,2;78;;9;4;10;2;N 
16-06-2018;23;30;26,2;84;;;4;130;2;E 
17-06-2018;23;30,8;27;82;;9,5;4;110;2;E 
18-06-2018;;30,6;26,9;85;0;9,3;4;130;2;SE
19-06-2018;25;30;26,8;84;0,2;8;5;130;3;SE
20-06-2018;25;;26,8;83;6,5;7,5;6;110;4;E 
21-06-2018;25;29,7;27,2;84;9;2,2;5;110;4;E 
22-06-2018;26;30,5;27;85;2,5;0,8;7;90;4;E 
23-06-2018;25;;27;83;6,2;3,1;5;100;3;E 
24-06-2018;26;29,1;26,3;88;0;1,6;8;90;4;E 
25-06-2018;26;28,8;26,8;82;;9,1;7;100;4;E 
26-06-2018;25;28,8;26,9;80;;4,1;5;100;4;E 
27-06-2018;25;27,9;26,3;83;;5,1;5;100;4;E 
28-06-2018;25;28,8;26,3;82;;4,8;6;100;4;E 
29-06-2018;;28,5;26,1;82;;7,1;5;100;3;E 
30-06-2018;23;29;25,7;83;;9,5;4;110;2;E 
01-07-2018;;28,4;25,7;82;;9,1;4;140;2;E 
02-07-2018;24;28,9;25,6;84;;10;5;100;2;E 
03-07-2018;;28,5;25,9;81;;;4;130;2;N 
04-07-2018;23;29;25,1;87;6,5;8,4;6;110;3;SE
05-07-2018;25;28,8;26,4;73;6,4;5;8;110;4;E 
06-07-2018;;27,8;24,4;77;;8,3;4;100;3;E 
07-07-2018;23;28,1;24,4;84;;10,1;5;110;3;E 
